Name,Summary,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Rating
Impastor,"Impastor is a dark comedy about Buddy Dobbs, a slacker on the run from his gambling debt. Just when he's about to end his misery and jump off a bridge, a reverend shows up and talks him down. When the reverend slips off the bridge and falls to his death, he leaves Buddy with the unlikely opportunity to steal the man's identity and pose as the new gay pastor of a small, tight-knight town, leaving his bartender ex-girlfriend Leanne to clean up the huge mess he left behind. Buddy begins to settle into his new life as a pastor with the help of his preppy new assistant Dora, alluring church treasurer Alexa and enthusiastic secretary Russell - but the church president, Alden Schmidt senses that something isn't quite right. Curing sex crazed teenagers, stealing kids' weed and reading Bible scripture may not be a bad gig for Buddy after all. Only time will tell how long he can keep up the facade.",30,15-07-2015,2016-07-12 00:00:00,"['Comedy', 'Crime']",Scripted,English,TV Land,7.7
Happyish,"Happyish is a scathing examination of our pursuit of happiness, a pursuit that might just be the very thing causing our unhappiness in the first place. The new half-hour pilot stars Steve Coogan as Thom Payne, a 44 year-old man whose world is thrown into disarray when his 25 year-old ""wunderkind"" boss arrives, saying things like ""digital,"" ""social"" and ""viral."" Is he in need of a ""rebranding,"" as his mentor insists, or does he just have a ""low joy ceiling,"" as his corporate headhunter suggests? Maybe pursuing happiness is a fool's errand? Maybe, after 44 years on this ludicrous planet, settling for happyish is the best one can expect.",30,26-04-2015,28-06-2015,"['Drama', 'Comedy']",Scripted,English,Showtime,7.7
Destination Truth,"Led by intrepid world adventurer Josh Gates, each episode of Destination Truth takes viewers on a trek across the globe as Josh investigates stories of the unexplained. Accompanied by his small crew, Josh dives into the local cultures and searches for clues to the existence of strange creatures and paranormal phenomena.",60,2007-06-06 00:00:00,14-08-2012,"['Adventure', 'Mystery', 'Supernatural']",Reality,English,Syfy,7.7
Endgame,"Endgame tells the story of former World Chess Champion Arkady Balagan, who develops a debilitating case of agoraphobia after witnessing the murder of his fiancée. Unable to leave his hotel and running out of money, the arrogant and charismatic Russian inadvertently becomes a detective - using his fierce analytical skills to solve baffling crimes.",60,14-03-2011,13-06-2011,"['Drama', 'Comedy', 'Crime']",Scripted,English,Showcase,7.7
Highlander,"<i>""I am Duncan Macleod, born 400 years ago in the Highlands of Scotland. I am Immortal, and I am not alone. For centuries we have waited for the time of the Gathering, when the stroke of a sword and the fall of a head will release the power of the Quickening. In the end, there can be only one.""</i>",60,1992-03-10 00:00:00,16-05-1998,"['Drama', 'Action', 'Fantasy']",Scripted,English,Syndication,7.7
Gantz,"Gantz is a sexually-charged sci-fi head-trip' a gory experiment in flesh and blood where the only thing worse than dying is dying again.<br>If you are chosen by the bizarre black sphere known as the Gantz, you are already dead. You remember dying, yet you can eat, sleep, have sex; it feels a lot like life. Strangers join you in this limbo. While some are good, some are very bad. All are dead like you for now. <br>You might be able to reclaim your mortality. But first, the Gantz demands that you undertake missions of brutality and madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. You must experience this nightmare. And if you die again and you likely will it's permanent.",30,2004-12-04 00:00:00,18-11-2004,"['Adventure', 'Anime', 'Horror', 'Science-Fiction']",Animation,Japanese,Fuji TV,7.7
Alone,"Alone places ten hardcore survivalists alone in the wilderness - no camera crew, no teams, no producers - on a single mission to stay alive. At stake is $500,000 awarded to the person who can last the longest. They will face extreme isolation and psychological distress as they plunge into the unknown, self-documenting their experience.",76,18-06-2015,,"['Adventure', 'Nature']",Reality,English,History,7.7
Prey,"On the run accused of a terrible crime, Manchester Detective Marcus Farrow tries to prove his innocence while being hunted by his former friends and colleagues.",60,28-04-2014,23-12-2015,"['Drama', 'Action', 'Crime']",Scripted,English,ITV1,7.7
Stephen King's The Stand,"When a government-run lab accidentally lets loose a deadly virus, the population of the world is decimated. Survivors begin having dreams about two figures: a mystical old woman, or a foreboding, scary man. As the story tracks various people, we begin to realize that the two figures exemplify basic forces of good and evil, and the stage is set for a final confrontation between the representatives of each.",90,1994-08-05 00:00:00,1994-12-05 00:00:00,"['Drama', 'Fantasy', 'Horror']",Scripted,English,ABC,7.7
Schitt's Creek,"Schitt's Creek centers on a formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, who suddenly find themselves broke. They are forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",30,13-01-2015,2020-07-04 00:00:00,['Comedy'],Scripted,English,CBC,7.7
Spotless,He's a professional at cleaning up the crimes of others. His own life is getting dirtier by the minute.,60,16-03-2015,13-04-2015,"['Drama', 'Crime']",Scripted,French,Canal+,7.7
The Dovekeepers,"Based on Alice Hoffman's historical novel about the Siege of Masada, the miniseries focuses on four extraordinary women whose lives intersect in a fight for survival at the siege of Masada. Set in ancient Israel, <i>""The Dovekeepers""</i> is based on the true events at Masada in 70 C.E. After being forced out of their home in Jerusalem by the Romans, 900 Jews were ensconced in a fortress at Masada, a mountain in the Judean desert. Besieged at Masada, the Jews held out for months against the vast Roman armies. The project will recount the events from the perspective of a few extraordinary women who arrive at Masada with unique backstories, but a common bond for survival. Additionally, these women, who work together daily as dovekeepers, are all concealing substantial secrets.",120,31-03-2015,2015-01-04 00:00:00,"['Drama', 'Romance', 'History']",Scripted,English,CBS,7.7
Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's newest state-of-the-art trauma center and into the lives of the courageous doctors, nurses and staff who hold it all together. This is one of those days.",60,17-11-2015,,"['Drama', 'Medical']",Scripted,English,NBC,7.7
Shark,"Sebastian Stark, a charismatic, supremely self-confident defense attorney who, after a shocking outcome in one of his cases and a personal epiphany, brings his cutthroat tactics to the prosecutor's office as the head of the Los Angeles District Attorney's High Profile Crime Unit. A group of young prosecutors are about to have the learning experience of a lifetime because, though Stark is seeking to redeem himself, he has no intention of cooling his underhanded approach to cases just because he's now working for the ""good guys.""",60,21-09-2006,20-05-2008,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,7.7
Sword Art Online,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called: Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",25,2012-07-07 00:00:00,,"['Action', 'Adventure', 'Anime', 'Fantasy']",Animation,Japanese,Tokyo MX,7.7
